CustomerID,Age,Gender,Income,VisitFrequency,AverageSpend,PreferredCuisine,TimeOfVisit,GroupSize,DiningOccasion,MealType,LoyaltyProgramMember,WaitTime,ServiceRating,FoodRating,AmbianceRating
939,62,Male,135545,Daily,33,Indian,Breakfast,5,Celebration,Takeaway,0,15,5,4,5
940,68,Female,142488,Rarely,134,Mexican,Breakfast,9,Celebration,Takeaway,1,6,3,4,3
941,50,Female,147673,Monthly,72,Italian,Lunch,5,Celebration,Dine-in,1,37,2,5,2
942,45,Female,21712,Monthly,117,Chinese,Breakfast,4,Celebration,Takeaway,1,58,2,3,4
943,45,Female,126811,Rarely,33,Chinese,Dinner,8,Celebration,Dine-in,0,24,2,5,5
944,37,Female,76586,Daily,163,Chinese,Breakfast,6,Celebration,Dine-in,0,44,3,4,3
945,53,Male,118602,Daily,103,Chinese,Dinner,4,Celebration,Dine-in,0,21,1,5,5
946,48,Male,134375,Weekly,36,Indian,Dinner,3,Business,Dine-in,0,5,1,3,4
947,33,Female,124339,Weekly,78,Italian,Lunch,2,Business,Takeaway,1,52,4,1,5
948,31,Male,75218,Daily,93,Italian,Dinner,3,Celebration,Dine-in,1,47,2,1,1
949,56,Male,101953,Rarely,60,American,Lunch,6,Celebration,Takeaway,1,5,1,4,2
950,54,Female,66418,Weekly,149,Italian,Dinner,7,Business,Dine-in,1,3,4,1,4
951,56,Male,122101,Weekly,47,Mexican,Breakfast,4,Business,Takeaway,1,9,4,1,1
952,32,Male,132648,Weekly,136,Italian,Lunch,3,Celebration,Takeaway,1,41,2,1,1
953,19,Female,45224,Weekly,12,Chinese,Dinner,2,Celebration,Dine-in,0,35,5,5,2
954,67,Female,144519,Weekly,142,Italian,Breakfast,5,Casual,Takeaway,0,55,5,2,3
955,56,Male,128066,Rarely,162,American,Breakfast,9,Celebration,Takeaway,1,45,1,1,1
956,66,Male,65207,Monthly,121,Chinese,Dinner,7,Casual,Dine-in,0,50,1,5,1
957,19,Female,143152,Weekly,15,Mexican,Dinner,5,Celebration,Takeaway,1,1,5,3,4
958,51,Female,56931,Rarely,122,American,Lunch,8,Celebration,Takeaway,0,11,5,3,3
959,44,Female,129502,Rarely,160,Indian,Breakfast,9,Celebration,Takeaway,0,26,4,2,2
960,54,Female,48233,Weekly,31,American,Lunch,5,Casual,Dine-in,0,19,5,2,2
961,69,Female,33613,Weekly,37,American,Lunch,3,Casual,Takeaway,0,4,4,1,5
962,35,Female,45915,Rarely,101,Italian,Breakfast,1,Celebration,Dine-in,0,16,5,2,2
963,50,Female,85293,Rarely,162,Chinese,Breakfast,2,Celebration,Takeaway,1,31,4,1,3
964,35,Male,118376,Monthly,153,Mexican,Lunch,4,Business,Dine-in,0,15,4,5,2
965,58,Female,128387,Monthly,184,Italian,Lunch,1,Business,Dine-in,0,21,1,1,1
966,26,Male,124503,Monthly,54,Mexican,Lunch,3,Business,Takeaway,0,24,4,2,5
967,26,Female,88466,Weekly,181,Italian,Dinner,5,Casual,Dine-in,1,32,2,3,4
968,57,Male,78589,Monthly,134,Italian,Lunch,4,Business,Dine-in,0,3,5,5,5
969,19,Female,44654,Monthly,99,American,Breakfast,5,Business,Dine-in,0,40,2,4,2
970,49,Female,52752,Monthly,61,American,Breakfast,9,Celebration,Takeaway,0,54,3,4,5
971,18,Male,101549,Weekly,75,Italian,Dinner,3,Casual,Dine-in,1,0,1,1,2
972,64,Female,46777,Rarely,90,Italian,Dinner,8,Business,Dine-in,1,28,5,1,5
973,23,Female,100608,Monthly,95,Indian,Lunch,6,Casual,Takeaway,1,49,3,4,2
974,52,Female,144610,Daily,133,Mexican,Lunch,8,Business,Dine-in,0,18,3,1,3
975,63,Male,22861,Rarely,26,American,Lunch,8,Business,Takeaway,0,2,5,4,5
976,53,Male,65710,Monthly,182,Mexican,Breakfast,6,Business,Takeaway,1,32,1,2,5
977,57,Male,20093,Weekly,166,Italian,Breakfast,8,Casual,Takeaway,1,5,3,3,3
978,41,Female,134722,Rarely,90,Indian,Dinner,4,Celebration,Takeaway,0,30,1,2,4
979,28,Female,57083,Weekly,60,American,Lunch,8,Business,Takeaway,0,34,4,3,5
980,57,Male,55138,Weekly,49,Chinese,Dinner,9,Celebration,Takeaway,0,6,5,3,5
981,32,Female,96451,Weekly,134,Italian,Dinner,5,Business,Takeaway,1,30,3,4,2
982,55,Male,44538,Weekly,103,American,Breakfast,8,Business,Dine-in,1,32,4,3,4
983,20,Male,57386,Monthly,114,Italian,Lunch,8,Casual,Takeaway,0,36,3,5,4
984,59,Female,40510,Weekly,186,Mexican,Breakfast,9,Casual,Takeaway,0,50,2,3,4
985,60,Male,130223,Monthly,113,Italian,Lunch,2,Casual,Dine-in,1,25,5,4,1
986,66,Female,35655,Weekly,168,American,Breakfast,7,Casual,Takeaway,1,44,3,4,4
987,32,Male,52396,Daily,12,Indian,Lunch,1,Celebration,Takeaway,0,32,3,1,3
988,32,Female,78876,Weekly,170,Indian,Breakfast,4,Casual,Dine-in,1,17,4,5,5
989,37,Male,57889,Weekly,143,Chinese,Breakfast,5,Business,Takeaway,1,55,1,2,4
990,63,Female,86031,Rarely,78,Chinese,Breakfast,4,Celebration,Takeaway,1,29,4,2,4
991,35,Male,54829,Weekly,119,Italian,Dinner,2,Business,Dine-in,1,58,5,4,2
992,39,Female,138735,Weekly,150,American,Lunch,5,Business,Takeaway,0,56,3,4,1
993,54,Male,73556,Weekly,115,Indian,Lunch,2,Business,Dine-in,1,25,1,3,2
994,32,Female,28066,Weekly,18,Italian,Lunch,7,Business,Dine-in,0,29,2,1,1
995,42,Male,79689,Rarely,96,Indian,Dinner,7,Casual,Takeaway,0,2,3,3,5
996,26,Male,30983,Rarely,178,Indian,Breakfast,8,Casual,Dine-in,0,17,1,1,3
997,53,Male,34411,Weekly,154,Italian,Lunch,6,Casual,Dine-in,0,49,1,4,5
998,67,Male,52525,Monthly,183,American,Breakfast,2,Casual,Dine-in,0,27,2,2,1
999,20,Male,125831,Daily,64,Mexican,Lunch,4,Casual,Takeaway,1,32,1,2,2
1000,37,Female,21182,Weekly,29,Indian,Lunch,8,Casual,Takeaway,1,40,1,5,3
1001,40,Female,47293,Monthly,80,Indian,Breakfast,9,Celebration,Takeaway,1,49,3,5,5
1002,68,Male,140366,Daily,27,American,Breakfast,7,Casual,Takeaway,1,19,2,3,2
1003,45,Female,109063,Weekly,102,Chinese,Dinner,6,Business,Takeaway,1,55,5,1,2
1004,57,Male,99335,Rarely,131,Indian,Lunch,3,Business,Takeaway,1,12,4,1,4
1005,35,Male,121002,Weekly,181,Chinese,Lunch,5,Business,Takeaway,0,16,4,1,1
1006,20,Female,27928,Rarely,145,Italian,Dinner,2,Business,Dine-in,0,48,5,3,3
1007,50,Female,28016,Weekly,91,Mexican,Lunch,1,Celebration,Dine-in,0,10,1,3,1
1008,21,Female,60804,Weekly,42,Indian,Breakfast,3,Celebration,Takeaway,0,32,3,4,1
1009,43,Male,144992,Rarely,80,Mexican,Dinner,7,Business,Dine-in,0,18,3,3,4
1010,39,Female,36544,Weekly,29,American,Dinner,1,Business,Dine-in,1,58,2,4,5
1011,38,Male,78868,Weekly,93,Mexican,Dinner,4,Business,Takeaway,1,14,4,1,4
1012,58,Male,140712,Monthly,100,Indian,Lunch,3,Casual,Takeaway,0,39,2,5,4
1013,45,Female,70378,Monthly,45,Chinese,Lunch,9,Business,Dine-in,0,3,3,5,3
1014,48,Female,122266,Weekly,123,Italian,Breakfast,4,Celebration,Dine-in,1,32,1,5,1
1015,67,Female,91273,Weekly,98,Mexican,Breakfast,5,Casual,Dine-in,0,26,3,3,1
1016,50,Female,128686,Monthly,167,American,Dinner,8,Business,Dine-in,0,56,4,3,4
1017,18,Female,72347,Rarely,16,American,Dinner,4,Casual,Takeaway,0,54,4,4,1
1018,22,Female,145965,Monthly,51,American,Breakfast,5,Business,Dine-in,0,29,3,4,3
1019,29,Male,65074,Rarely,60,Indian,Breakfast,8,Casual,Takeaway,0,20,5,1,5
1020,63,Female,57362,Daily,15,Italian,Dinner,2,Casual,Takeaway,0,46,1,1,3
1021,51,Female,141449,Weekly,80,Chinese,Lunch,4,Business,Takeaway,0,51,3,3,4
1022,44,Male,75499,Rarely,83,Italian,Lunch,2,Business,Dine-in,0,60,2,1,5
1023,47,Male,146044,Rarely,11,Indian,Lunch,2,Casual,Dine-in,0,53,3,2,5
1024,38,Male,138115,Monthly,25,Chinese,Breakfast,9,Celebration,Dine-in,1,37,2,2,2
1025,43,Female,116085,Weekly,78,Indian,Breakfast,6,Casual,Takeaway,0,7,1,1,3
1026,18,Male,33560,Monthly,181,Chinese,Lunch,7,Business,Dine-in,1,3,2,1,5
1027,57,Female,79448,Weekly,101,Chinese,Breakfast,9,Casual,Takeaway,1,9,3,4,3
1028,34,Male,34492,Monthly,86,Chinese,Breakfast,8,Casual,Takeaway,1,7,1,5,1
1029,23,Male,80653,Daily,135,Mexican,Breakfast,4,Celebration,Takeaway,1,42,4,5,5
1030,46,Male,21547,Daily,184,Indian,Dinner,9,Business,Takeaway,0,8,4,2,2
1031,41,Male,100703,Weekly,118,American,Breakfast,1,Business,Takeaway,1,23,1,1,2
1032,37,Male,126751,Daily,197,Indian,Breakfast,9,Business,Takeaway,1,43,5,5,3
1033,52,Male,122629,Rarely,93,Italian,Lunch,5,Celebration,Takeaway,1,23,3,3,1
1034,69,Female,35930,Weekly,53,Mexican,Dinner,3,Business,Dine-in,0,12,1,5,3
1035,52,Female,27239,Rarely,112,American,Breakfast,6,Business,Takeaway,1,36,1,5,4
1036,69,Female,96870,Monthly,109,Chinese,Lunch,3,Business,Dine-in,0,33,3,1,2
1037,25,Female,77102,Daily,32,Indian,Dinner,9,Casual,Takeaway,0,48,5,1,2
1038,57,Male,28253,Weekly,96,Indian,Breakfast,6,Business,Takeaway,0,54,2,1,2
1039,36,Male,86014,Weekly,112,American,Dinner,4,Business,Takeaway,1,42,2,2,2
1040,30,Female,71590,Monthly,110,Chinese,Dinner,5,Casual,Takeaway,1,52,4,3,5
1041,48,Female,117176,Rarely,92,Indian,Dinner,3,Celebration,Takeaway,0,60,3,4,1
1042,56,Female,65128,Weekly,59,Chinese,Dinner,4,Celebration,Dine-in,1,54,4,2,1
1043,65,Female,34010,Weekly,164,Indian,Lunch,4,Celebration,Dine-in,1,8,4,4,5
1044,67,Female,102874,Monthly,23,American,Dinner,7,Business,Dine-in,1,36,1,2,1
1045,44,Female,148592,Daily,100,Italian,Lunch,2,Celebration,Takeaway,0,28,3,3,1
1046,29,Female,132507,Weekly,135,Indian,Breakfast,8,Celebration,Dine-in,0,26,5,4,5
1047,22,Male,73912,Rarely,198,Indian,Lunch,3,Celebration,Dine-in,1,3,1,5,4
1048,56,Female,103243,Monthly,73,Italian,Dinner,3,Business,Takeaway,0,58,2,2,3
1049,26,Female,54777,Monthly,41,Chinese,Breakfast,7,Business,Takeaway,1,50,1,3,3
1050,60,Female,59793,Weekly,159,American,Dinner,8,Casual,Dine-in,1,8,1,2,4
1051,34,Female,120607,Weekly,94,Italian,Breakfast,2,Business,Dine-in,1,31,1,5,4
1052,28,Male,46146,Rarely,11,American,Dinner,4,Business,Takeaway,1,53,5,1,5
1053,61,Female,63115,Monthly,82,American,Breakfast,4,Business,Takeaway,1,13,3,1,4
1054,26,Female,21350,Monthly,82,American,Breakfast,6,Celebration,Takeaway,1,51,1,3,4
1055,57,Male,149142,Monthly,105,Mexican,Breakfast,5,Business,Takeaway,1,35,5,1,4
1056,32,Female,115387,Weekly,199,Chinese,Dinner,7,Business,Dine-in,1,37,1,1,1
1057,61,Female,69799,Weekly,68,American,Dinner,5,Celebration,Dine-in,1,25,3,4,2
1058,53,Male,67998,Daily,112,Chinese,Lunch,9,Casual,Dine-in,0,52,5,5,5
1059,61,Female,24362,Daily,177,Chinese,Breakfast,9,Casual,Takeaway,0,58,2,1,5
1060,61,Female,130824,Daily,166,American,Dinner,6,Casual,Dine-in,1,45,1,5,1
1061,64,Female,48237,Monthly,144,Mexican,Lunch,2,Celebration,Dine-in,0,24,2,3,3
1062,55,Male,149421,Monthly,41,Indian,Breakfast,4,Business,Takeaway,0,37,1,3,1
1063,60,Male,140380,Monthly,145,American,Dinner,8,Celebration,Dine-in,0,36,1,3,2
1064,68,Female,70712,Monthly,87,Indian,Lunch,7,Celebration,Takeaway,0,34,2,1,3
1065,41,Female,70691,Monthly,45,American,Dinner,4,Casual,Takeaway,1,33,5,1,2
1066,47,Female,45934,Daily,38,Mexican,Breakfast,9,Casual,Dine-in,0,57,3,4,2
1067,40,Female,117841,Daily,187,Italian,Dinner,6,Business,Takeaway,1,56,3,5,1
1068,19,Male,44314,Daily,176,Indian,Lunch,8,Casual,Takeaway,1,60,4,5,1
1069,20,Male,50976,Monthly,57,Mexican,Dinner,2,Celebration,Dine-in,0,12,5,3,3
1070,41,Male,46185,Weekly,162,Italian,Lunch,4,Business,Dine-in,1,49,5,2,5
1071,68,Male,45559,Monthly,78,Mexican,Dinner,3,Casual,Takeaway,1,9,3,4,4
1072,67,Female,126820,Rarely,89,Mexican,Breakfast,9,Casual,Takeaway,1,55,1,3,1
1073,25,Female,27880,Weekly,70,American,Breakfast,2,Celebration,Takeaway,0,52,5,1,1
1074,31,Female,143444,Weekly,194,Indian,Breakfast,1,Casual,Takeaway,0,29,2,1,2
1075,22,Male,80939,Rarely,160,American,Lunch,4,Business,Takeaway,0,26,5,5,4
1076,51,Female,41323,Rarely,50,Italian,Lunch,7,Celebration,Dine-in,0,50,2,4,3
1077,42,Male,139698,Weekly,27,Italian,Lunch,4,Casual,Takeaway,0,57,1,1,2
1078,62,Female,146013,Daily,135,Mexican,Breakfast,6,Celebration,Dine-in,1,26,4,1,4
1079,47,Female,64438,Monthly,40,Italian,Breakfast,8,Business,Dine-in,0,48,2,3,3
1080,37,Male,71616,Daily,184,Italian,Lunch,2,Celebration,Takeaway,1,37,4,4,4
1081,45,Male,71243,Weekly,58,Mexican,Breakfast,7,Business,Takeaway,1,3,3,1,4
1082,57,Female,133991,Weekly,102,American,Lunch,7,Casual,Takeaway,0,50,3,5,2
1083,47,Male,95530,Rarely,68,Mexican,Breakfast,4,Celebration,Dine-in,0,38,4,2,4
1084,25,Male,94123,Weekly,127,American,Breakfast,6,Celebration,Dine-in,1,10,4,4,2
1085,21,Male,65952,Weekly,100,Mexican,Breakfast,4,Business,Dine-in,1,7,2,5,1
1086,28,Female,140284,Daily,148,Indian,Dinner,8,Business,Takeaway,0,1,1,1,5
1087,36,Male,145234,Monthly,190,Chinese,Dinner,5,Casual,Dine-in,1,12,5,5,1
1088,31,Male,120134,Monthly,104,Italian,Breakfast,1,Celebration,Takeaway,0,30,3,1,2
1089,55,Male,122958,Weekly,98,Chinese,Lunch,4,Business,Takeaway,0,32,4,4,1
1090,42,Female,20864,Monthly,31,Chinese,Lunch,5,Business,Dine-in,0,11,1,3,1
1091,55,Male,125245,Rarely,115,Chinese,Dinner,5,Casual,Takeaway,0,51,5,5,4
1092,56,Female,48734,Rarely,16,Indian,Dinner,8,Casual,Dine-in,1,39,5,2,5
1093,19,Female,133974,Weekly,154,Chinese,Dinner,4,Casual,Dine-in,0,34,3,1,2
1094,47,Female,60541,Monthly,118,Chinese,Breakfast,8,Casual,Takeaway,1,19,5,1,1
1095,39,Male,41740,Rarely,152,Italian,Lunch,4,Casual,Takeaway,0,12,1,2,4
1096,41,Female,20437,Monthly,97,Mexican,Breakfast,2,Celebration,Takeaway,1,9,1,1,1
1097,48,Female,70837,Monthly,19,Mexican,Breakfast,3,Business,Dine-in,1,42,5,1,2
1098,58,Female,48478,Rarely,193,American,Lunch,4,Celebration,Takeaway,0,52,3,3,5
1099,21,Female,90253,Monthly,32,Indian,Lunch,9,Celebration,Takeaway,0,9,3,1,1
1100,39,Female,88776,Weekly,87,Chinese,Breakfast,4,Casual,Dine-in,0,22,4,5,3
1101,45,Male,62363,Weekly,172,Chinese,Breakfast,2,Business,Dine-in,1,2,1,3,3
1102,32,Female,124333,Monthly,200,Mexican,Breakfast,9,Business,Dine-in,0,12,2,1,1
1103,69,Male,71823,Monthly,100,Italian,Lunch,2,Casual,Dine-in,0,58,4,3,5
1104,36,Male,81870,Weekly,103,American,Lunch,3,Business,Takeaway,1,11,1,1,2
1105,58,Female,120168,Daily,69,Indian,Breakfast,5,Casual,Takeaway,1,26,3,2,3
1106,69,Female,145251,Rarely,195,Indian,Dinner,9,Celebration,Dine-in,0,9,5,4,2
1107,34,Female,144501,Weekly,183,Indian,Lunch,1,Celebration,Takeaway,1,53,5,2,2
1108,37,Female,28128,Weekly,35,Chinese,Breakfast,7,Business,Dine-in,0,16,1,5,1
1109,47,Male,80952,Rarely,101,Indian,Dinner,8,Casual,Dine-in,0,4,3,2,3
1110,44,Female,38973,Rarely,135,Italian,Dinner,4,Business,Dine-in,0,45,5,1,4
1111,32,Male,70688,Monthly,151,Mexican,Lunch,9,Celebration,Dine-in,1,1,4,4,5
1112,19,Male,35961,Rarely,185,Italian,Breakfast,7,Business,Takeaway,0,39,3,1,1
1113,58,Female,24600,Monthly,137,American,Dinner,8,Business,Dine-in,0,39,4,5,4
1114,68,Female,47270,Weekly,147,Chinese,Lunch,7,Business,Dine-in,0,13,4,3,1
1115,37,Female,149652,Daily,179,Chinese,Breakfast,4,Casual,Dine-in,1,22,2,3,4
1116,22,Female,77107,Weekly,62,Indian,Lunch,1,Casual,Dine-in,1,37,5,1,5
1117,25,Female,140159,Rarely,54,Chinese,Dinner,2,Celebration,Takeaway,0,58,1,2,5
1118,52,Male,132576,Weekly,26,Italian,Breakfast,8,Business,Dine-in,1,13,4,4,2
1119,59,Male,23400,Weekly,76,Indian,Lunch,9,Business,Takeaway,1,59,5,5,5
1120,52,Male,102238,Monthly,139,Indian,Breakfast,8,Celebration,Dine-in,1,33,3,1,2
1121,35,Male,144479,Monthly,67,Chinese,Breakfast,7,Casual,Dine-in,1,0,3,4,5
1122,42,Male,52609,Weekly,70,Chinese,Breakfast,5,Casual,Dine-in,0,13,2,4,5
1123,25,Male,66790,Rarely,31,Chinese,Dinner,1,Casual,Dine-in,1,9,5,1,2
1124,22,Male,45151,Weekly,135,Indian,Dinner,1,Casual,Takeaway,0,32,4,2,5
1125,53,Male,59341,Weekly,49,Mexican,Dinner,7,Celebration,Takeaway,0,41,5,4,4
1126,35,Male,134469,Monthly,78,Italian,Breakfast,5,Business,Dine-in,1,46,4,1,2
1127,68,Female,109615,Weekly,188,Chinese,Lunch,6,Celebration,Takeaway,0,51,3,4,1
1128,64,Female,121256,Daily,87,Chinese,Dinner,2,Celebration,Dine-in,1,53,2,4,5
1129,22,Female,130829,Rarely,157,Mexican,Breakfast,5,Celebration,Takeaway,0,26,2,3,4
1130,62,Male,84236,Weekly,165,Chinese,Lunch,2,Casual,Dine-in,0,32,1,3,5
1131,62,Male,42102,Rarely,62,Chinese,Lunch,3,Casual,Takeaway,0,27,2,5,2
1132,39,Male,40620,Monthly,27,Mexican,Breakfast,8,Casual,Dine-in,0,47,2,1,1
1133,69,Female,130997,Weekly,51,Indian,Breakfast,4,Business,Takeaway,1,9,1,1,1
1134,35,Female,29465,Weekly,120,Indian,Dinner,5,Celebration,Dine-in,0,35,2,4,1
1135,61,Male,89285,Daily,66,Chinese,Lunch,5,Business,Takeaway,0,32,4,1,1
1136,64,Male,111906,Monthly,143,Mexican,Dinner,6,Casual,Dine-in,0,5,1,5,5
1137,23,Male,110100,Weekly,110,Mexican,Dinner,1,Casual,Dine-in,1,49,3,1,2
1138,50,Female,83461,Weekly,169,Chinese,Breakfast,5,Casual,Takeaway,1,20,2,5,5
1139,53,Male,112898,Monthly,35,American,Dinner,9,Casual,Dine-in,0,12,4,2,4
1140,46,Male,85346,Daily,123,American,Dinner,1,Celebration,Dine-in,1,20,1,1,1
1141,21,Female,53483,Monthly,49,Indian,Dinner,2,Celebration,Dine-in,1,16,2,1,1
1142,23,Male,131676,Weekly,165,Chinese,Lunch,2,Casual,Takeaway,1,35,2,3,3
1143,52,Male,44722,Monthly,84,Mexican,Dinner,2,Casual,Dine-in,0,44,4,4,5
1144,64,Male,36143,Monthly,121,Chinese,Breakfast,4,Casual,Dine-in,1,19,3,5,4
1145,65,Female,45416,Weekly,120,Italian,Breakfast,1,Celebration,Takeaway,0,9,2,3,5
1146,56,Male,142339,Weekly,70,Indian,Dinner,9,Business,Takeaway,0,33,5,3,2
1147,40,Male,58731,Daily,34,American,Dinner,7,Casual,Dine-in,0,8,2,4,5
1148,53,Male,111904,Monthly,100,Chinese,Breakfast,4,Celebration,Takeaway,1,28,4,4,2
1149,19,Male,45917,Weekly,186,American,Lunch,6,Business,Takeaway,1,48,1,1,2
1150,69,Male,110795,Weekly,136,Mexican,Breakfast,6,Business,Takeaway,1,36,2,4,5
1151,62,Female,129492,Monthly,106,Chinese,Dinner,8,Celebration,Dine-in,0,12,2,4,5
1152,43,Female,125084,Weekly,48,Chinese,Lunch,8,Business,Takeaway,1,30,4,4,1
1153,36,Male,84825,Weekly,161,Italian,Lunch,5,Business,Dine-in,0,14,5,1,2
1154,33,Male,132816,Monthly,114,American,Lunch,3,Business,Takeaway,0,32,3,2,1
1155,58,Male,56610,Weekly,182,Italian,Lunch,8,Casual,Dine-in,1,15,4,1,4
1156,53,Female,97419,Rarely,50,American,Dinner,6,Business,Dine-in,0,28,2,2,1
1157,33,Female,105342,Weekly,178,Indian,Lunch,5,Business,Takeaway,0,39,4,4,5
1158,37,Female,68262,Monthly,46,Italian,Breakfast,8,Casual,Takeaway,1,31,1,3,2
1159,67,Female,27263,Rarely,111,Italian,Lunch,4,Business,Takeaway,1,0,4,1,2
1160,20,Male,68777,Rarely,92,Chinese,Breakfast,5,Business,Dine-in,0,39,1,4,4
1161,46,Male,54557,Weekly,144,Indian,Dinner,5,Celebration,Dine-in,1,53,1,1,1
1162,66,Female,122955,Rarely,121,Indian,Dinner,7,Casual,Takeaway,1,16,4,3,3
1163,32,Female,124959,Monthly,191,Mexican,Dinner,9,Casual,Takeaway,1,44,5,1,5
1164,64,Female,142155,Weekly,112,Indian,Lunch,2,Business,Takeaway,0,45,4,2,3
1165,62,Male,68782,Rarely,66,Italian,Breakfast,3,Casual,Dine-in,1,45,4,4,1
1166,31,Female,43415,Monthly,118,Chinese,Dinner,3,Business,Dine-in,1,44,4,2,3
1167,29,Female,41415,Weekly,174,Mexican,Dinner,6,Celebration,Dine-in,0,46,5,2,3
1168,39,Male,25907,Rarely,95,Italian,Breakfast,7,Business,Dine-in,1,16,3,4,5
1169,30,Male,147370,Monthly,101,Indian,Dinner,2,Business,Dine-in,0,56,4,4,5
1170,24,Female,24277,Monthly,20,Indian,Lunch,2,Casual,Takeaway,0,40,2,1,1
1171,54,Male,114132,Weekly,117,Mexican,Lunch,1,Casual,Takeaway,1,5,3,1,3
1172,69,Female,44257,Weekly,12,American,Breakfast,7,Business,Takeaway,0,59,1,2,1
1173,33,Male,64919,Weekly,153,Italian,Lunch,5,Celebration,Takeaway,0,0,5,4,2
1174,43,Male,94500,Monthly,125,Italian,Breakfast,4,Business,Dine-in,0,54,4,4,2
1175,63,Female,126805,Rarely,104,Indian,Breakfast,6,Business,Dine-in,1,54,4,4,3
1176,55,Female,20150,Rarely,115,Mexican,Lunch,4,Celebration,Dine-in,0,41,3,5,4
1177,61,Female,65860,Weekly,31,American,Breakfast,1,Business,Dine-in,1,48,3,1,3
1178,66,Female,47076,Weekly,45,Indian,Dinner,7,Celebration,Dine-in,1,55,1,5,5
1179,30,Male,130655,Rarely,127,American,Breakfast,5,Business,Dine-in,0,51,1,4,4
1180,54,Female,103918,Rarely,87,Italian,Breakfast,1,Celebration,Takeaway,0,25,4,1,2
1181,38,Male,129523,Weekly,196,Mexican,Dinner,7,Celebration,Dine-in,0,21,1,1,1
1182,61,Male,80076,Rarely,173,Italian,Breakfast,7,Celebration,Dine-in,1,51,2,1,5
1183,69,Male,94601,Weekly,197,Chinese,Dinner,3,Casual,Takeaway,0,30,1,4,3
1184,18,Female,101889,Weekly,96,American,Breakfast,7,Business,Dine-in,0,18,3,3,2
1185,25,Female,53943,Rarely,82,Italian,Breakfast,1,Business,Dine-in,0,60,4,1,3
1186,37,Female,63111,Rarely,149,American,Lunch,3,Casual,Dine-in,0,46,1,4,2
1187,32,Female,103493,Rarely,45,Mexican,Dinner,2,Celebration,Takeaway,1,48,2,2,2
1188,54,Female,149457,Monthly,40,Mexican,Lunch,2,Celebration,Dine-in,0,43,5,2,1
1189,18,Female,39359,Weekly,84,Mexican,Breakfast,3,Business,Takeaway,0,10,4,3,5
1190,29,Male,98984,Weekly,97,Mexican,Lunch,2,Business,Dine-in,0,41,1,4,1
1191,49,Male,89184,Weekly,69,Chinese,Breakfast,2,Business,Takeaway,1,26,1,4,5
1192,60,Female,123147,Rarely,25,American,Dinner,3,Celebration,Dine-in,1,23,2,3,2
1193,63,Male,66271,Weekly,116,Chinese,Breakfast,7,Business,Takeaway,1,36,2,4,2
1194,61,Female,26147,Monthly,174,American,Dinner,5,Business,Takeaway,0,49,3,5,1
1195,34,Female,51451,Daily,199,Indian,Dinner,9,Business,Dine-in,0,32,3,1,4
1196,40,Female,49732,Monthly,120,American,Dinner,4,Casual,Takeaway,0,23,3,3,3
1197,49,Female,66768,Weekly,63,Indian,Dinner,1,Celebration,Dine-in,1,26,3,3,2
1198,44,Female,74120,Monthly,109,Italian,Breakfast,4,Business,Takeaway,1,7,3,1,4
1199,27,Male,32654,Monthly,16,Mexican,Breakfast,2,Casual,Takeaway,0,24,1,5,2
1200,38,Female,24547,Daily,34,American,Dinner,1,Casual,Dine-in,1,51,2,4,4
1201,31,Male,92198,Weekly,193,Mexican,Dinner,4,Business,Takeaway,0,38,2,3,1
1202,64,Female,93229,Daily,172,Italian,Breakfast,9,Business,Dine-in,0,36,5,2,2
1203,48,Male,33065,Monthly,114,Mexican,Breakfast,1,Casual,Dine-in,1,53,1,5,2
1204,22,Male,93822,Monthly,165,Chinese,Lunch,1,Celebration,Takeaway,1,34,3,5,2
1205,66,Female,105149,Rarely,159,Mexican,Lunch,3,Celebration,Takeaway,1,54,1,3,3
1206,27,Female,148712,Monthly,116,Indian,Breakfast,9,Business,Dine-in,0,8,4,4,2
1207,36,Female,41417,Monthly,124,Mexican,Lunch,3,Business,Dine-in,0,20,3,2,1
1208,51,Female,145401,Monthly,137,Italian,Dinner,1,Casual,Dine-in,1,18,5,2,5
1209,42,Female,78302,Rarely,62,American,Dinner,9,Casual,Takeaway,1,50,5,5,1
1210,53,Female,74609,Daily,196,Italian,Dinner,8,Casual,Takeaway,1,35,4,5,3
1211,67,Male,113717,Monthly,94,Chinese,Dinner,5,Business,Takeaway,1,6,1,1,2
1212,38,Female,41126,Monthly,127,Italian,Breakfast,6,Celebration,Takeaway,0,0,1,2,5
1213,24,Female,39498,Rarely,81,Mexican,Breakfast,5,Celebration,Takeaway,0,14,4,4,1
1214,21,Female,140769,Weekly,22,Indian,Lunch,1,Celebration,Dine-in,1,5,4,3,1
1215,55,Female,75552,Daily,51,Italian,Lunch,7,Celebration,Dine-in,1,51,2,5,4
1216,23,Male,72506,Weekly,156,Italian,Dinner,2,Celebration,Dine-in,1,43,2,5,3
1217,62,Male,116124,Weekly,127,American,Lunch,9,Celebration,Dine-in,1,18,3,5,5
1218,49,Male,75161,Weekly,99,Indian,Lunch,8,Business,Dine-in,1,12,4,2,5
1219,65,Female,51043,Weekly,188,Mexican,Dinner,1,Casual,Dine-in,1,57,5,3,4
1220,46,Male,24570,Monthly,143,Chinese,Lunch,1,Celebration,Dine-in,1,23,4,3,5
1221,30,Male,69733,Monthly,31,Mexican,Lunch,6,Business,Takeaway,0,19,5,5,1
